INFO:root:"0": { "best_fitness":16.468686977460756,  "worst_fitness":16.468686977460756, "avg_fitness":16.468686977460752, "std_dev_fitness":3.552713678800501e-15, "avg_mutation_step":0.5 }
INFO:root:"1": { "best_fitness":16.10487913982312,  "worst_fitness":16.41686288104849, "avg_fitness":16.325004424125826, "std_dev_fitness":0.07206962968621725, "avg_mutation_step":0.7317030365378934 }
INFO:root:"2": { "best_fitness":16.00965791198381,  "worst_fitness":16.253014207496488, "avg_fitness":16.183105778277536, "std_dev_fitness":0.05627966643191473, "avg_mutation_step":0.8191506882491294 }
INFO:root:"3": { "best_fitness":15.895000600669082,  "worst_fitness":16.20559707275283, "avg_fitness":16.117021336948298, "std_dev_fitness":0.07156512754193055, "avg_mutation_step":1.1764570561436214 }
INFO:root:"4": { "best_fitness":15.610687203760332,  "worst_fitness":16.0607603584304, "avg_fitness":15.97956698605935, "std_dev_fitness":0.07140725210017537, "avg_mutation_step":1.831519429566793 }
INFO:root:"5": { "best_fitness":15.470038872246171,  "worst_fitness":15.971711010147295, "avg_fitness":15.856825263138289, "std_dev_fitness":0.11612270743764663, "avg_mutation_step":1.6646902549275535 }
INFO:root:"6": { "best_fitness":15.333106689992125,  "worst_fitness":15.788599025017644, "avg_fitness":15.666757296685676, "std_dev_fitness":0.09747184613063724, "avg_mutation_step":1.2660825839803385 }
INFO:root:"7": { "best_fitness":15.16020836640405,  "worst_fitness":15.618970863156791, "avg_fitness":15.489175922707233, "std_dev_fitness":0.08660805515440748, "avg_mutation_step":1.994776420230121 }
INFO:root:"8": { "best_fitness":14.879860815166097,  "worst_fitness":15.457960730690305, "avg_fitness":15.33437408277697, "std_dev_fitness":0.0925830461925908, "avg_mutation_step":2.2241337215021373 }
INFO:root:"9": { "best_fitness":14.922083840559493,  "worst_fitness":15.265236765015565, "avg_fitness":15.171094133809135, "std_dev_fitness":0.08907234004610644, "avg_mutation_step":2.380445647848941 }
INFO:root:"10": { "best_fitness":14.86600514751525,  "worst_fitness":15.163878982746073, "avg_fitness":15.084504737864082, "std_dev_fitness":0.07061532034820878, "avg_mutation_step":2.713727370407615 }
INFO:root:"11": { "best_fitness":14.886765932999209,  "worst_fitness":15.127888669280301, "avg_fitness":15.053456045729027, "std_dev_fitness":0.05285552450970919, "avg_mutation_step":4.417178979214 }
INFO:root:"12": { "best_fitness":14.774717456644872,  "worst_fitness":15.071021781293169, "avg_fitness":14.995124351206847, "std_dev_fitness":0.07788395933836653, "avg_mutation_step":5.748216577504977 }
INFO:root:"13": { "best_fitness":14.72041389979966,  "worst_fitness":15.022929625420488, "avg_fitness":14.940211815474116, "std_dev_fitness":0.07492389222116567, "avg_mutation_step":10.536820021474071 }
INFO:root:"14": { "best_fitness":14.667469215866646,  "worst_fitness":14.923556895235112, "avg_fitness":14.842768512899738, "std_dev_fitness":0.06295420492207125, "avg_mutation_step":13.421690235755777 }
INFO:root:"15": { "best_fitness":14.668412678893974,  "worst_fitness":14.724990850822685, "avg_fitness":14.701264782501324, "std_dev_fitness":0.016747006409977054, "avg_mutation_step":14.037359941014286 }
INFO:root:"16": { "best_fitness":14.635671879041709,  "worst_fitness":14.660588757385375, "avg_fitness":14.647041157569202, "std_dev_fitness":0.00749428171290393, "avg_mutation_step":19.842732570198198 }
